0.29 0.00 0.00 0.00 0.71
46.69 33.31 41.99 37.11 55.90
156.83 4.41 2.06 0.17 36.53
4.44 7.43 8.37 0.11 31.65
329.54 3.97 6.36 23.30 130.83
0.59 0.00 0.00 0.00 1.41
17.83 1.15 1.48 0.02 83.52
7.83 7.44 0.01 0.01 0.71
12.59 6.01 1.01 3.34 20.04
3.80 0.00 0.00 0.00 9.18
15.36 34.69 16.85 0.08 48.02
25.56 36.00 34.79 0.15 44.50
87.12 2.23 3.40 3.58 4.66
261.04 1.49 2.57 0.95 40.94
134.93 36.83 23.76 24.33 228.14
3.22 0.00 0.00 0.00 7.77
18.04 0.00 0.80 0.00 6.15
0.59 0.00 0.00 0.00 1.41
526.42 6.93 9.46 35.05 136.15
304.24 119.93 96.18 16.16 120.49
34.70 17.58 31.71 3.62 7.39
0.29 0.00 0.00 0.00 0.71
0.29 0.00 0.00 0.00 0.71
151.47 132.52 109.70 87.15 108.16
0.03 0.00 0.07 0.90 0.00
